STATION_NAME,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,MEAN_TEMPERATURE,DAYS_WITH_VALID_MEAN_TEMP,MIN_TEMPERATURE,MAX_TEMPERATURE
L'ASSOMPTION,QC,2005,5,10.93225806,31,-2.1,26.4
L'ASSOMPTION,QC,2005,6,20.58,30,7.6,33.5
L'ASSOMPTION,QC,2005,7,21.32580645,31,8.9,32.5
L'ASSOMPTION,QC,2005,8,20.76451613,31,7.5,32.2
L'ASSOMPTION,QC,2005,9,16.67,30,3.9,30.5
L'ASSOMPTION,QC,2005,10,9.819354839,31,-3.1,27.1
L'ASSOMPTION,QC,2005,11,2.206666667,30,-15.5,18
L'ASSOMPTION,QC,2005,12,-6.467741935,31,-24.4,4.2
L'ASSOMPTION,QC,2006,1,-5.703225806,31,-19.4,6
L'ASSOMPTION,QC,2006,2,-8.067857143,28,-22.4,4.7
L'ASSOMPTION,QC,2006,3,-0.929032258,31,-19.8,21.7
L'ASSOMPTION,QC,2006,4,7.25,30,-5.2,23.6
L'ASSOMPTION,QC,2006,5,14.16774194,31,0.1,31.7
L'ASSOMPTION,QC,2006,6,18.97,30,8.3,33.2
L'ASSOMPTION,QC,2006,7,22.17419355,31,11.8,32.9
L'ASSOMPTION,QC,2006,8,18.55483871,31,6.6,34.3
L'ASSOMPTION,QC,2006,9,14.09666667,30,2.7,25.9
L'ASSOMPTION,QC,2006,10,6.27,30,-4,21.3
L'ASSOMPTION,QC,2006,11,3.81,30,-4.9,18.5
L'ASSOMPTION,QC,2006,12,-2.509677419,31,-19.3,10.5
L'ASSOMPTION,QC,2007,1,-8.383870968,31,-26.7,10.4
L'ASSOMPTION,QC,2007,2,-12.27142857,28,-25.7,1.7
L'ASSOMPTION,QC,2007,3,-4.04516129,31,-29.5,11.9
L'ASSOMPTION,QC,2007,4,5.41,30,-6.7,27.1
L'ASSOMPTION,QC,2007,5,13.52580645,31,0.9,33.2
L'ASSOMPTION,QC,2007,6,18.69,30,3.8,33.9
L'ASSOMPTION,QC,2007,7,19.35806452,31,8.5,30.7
L'ASSOMPTION,QC,2007,8,18.65806452,31,4.6,32.8
L'ASSOMPTION,QC,2007,9,15.29666667,30,1.7,31.6
L'ASSOMPTION,QC,2007,10,10.36774194,31,-4.4,26
L'ASSOMPTION,QC,2007,11,-0.023333333,30,-11.8,13.5
L'ASSOMPTION,QC,2007,12,-8.55483871,31,-27.3,7.8
L'ASSOMPTION,QC,2008,1,-8.904,25,-30.7,9.8
L'ASSOMPTION,QC,2008,2,-10.66206897,29,-30.9,6.8
L'ASSOMPTION,QC,2008,3,-6.729032258,31,-21.4,4.7
L'ASSOMPTION,QC,2008,4,6.646666667,30,-7.3,24.2
L'ASSOMPTION,QC,2008,5,11.45483871,31,-0.7,25.1
L'ASSOMPTION,QC,2008,6,19.05666667,30,8,32.6
L'ASSOMPTION,QC,2008,7,20.5,31,8.6,32.3
L'ASSOMPTION,QC,2008,8,18.45,30,3.2,29.1
L'ASSOMPTION,QC,2008,9,15.55333333,30,0.7,32.6
L'ASSOMPTION,QC,2008,10,7.096774194,31,-4.6,21.6
L'ASSOMPTION,QC,2008,11,1.18,30,-11.4,17.8
L'ASSOMPTION,QC,2008,12,-8.74516129,31,-25,8.9
L'ASSOMPTION,QC,2009,1,-15.68387097,31,-36.4,-0.3
L'ASSOMPTION,QC,2009,2,-9.221428571,28,-26.9,6.4
L'ASSOMPTION,QC,2009,3,-2.948387097,31,-20.5,12.6
L'ASSOMPTION,QC,2009,4,7.003333333,30,-4.3,30.9
L'ASSOMPTION,QC,2009,5,11.60322581,31,-0.7,30.7
L'ASSOMPTION,QC,2009,6,17.09655172,29,3.2,31.1
L'ASSOMPTION,QC,2009,7,19.13870968,31,9,28.2
L'ASSOMPTION,QC,2009,8,20.04193548,31,6.2,32.3
L'ASSOMPTION,QC,2009,9,14.11333333,30,1.3,26
L'ASSOMPTION,QC,2009,10,5.874193548,31,-5.5,16.4
L'ASSOMPTION,QC,2009,11,3.193333333,30,-7.1,17.3
L'ASSOMPTION,QC,2009,12,-7.074193548,31,-28.1,6.7
L'ASSOMPTION,QC,2010,1,-7.84516129,31,-22.4,7.4
L'ASSOMPTION,QC,2010,2,-5.578571429,28,-19.6,4.2
L'ASSOMPTION,QC,2010,3,2.058064516,31,-11.9,15
L'ASSOMPTION,QC,2010,4,8.51,30,-1,26.6
L'ASSOMPTION,QC,2010,5,14.89354839,31,-1.5,34.4
L'ASSOMPTION,QC,2010,6,17.45172414,29,6,29.6
L'ASSOMPTION,QC,2010,7,22.10322581,31,8.6,34.8
L'ASSOMPTION,QC,2010,8,19.87096774,31,6.2,34
L'ASSOMPTION,QC,2010,9,15.22333333,30,3.2,32.8
L'ASSOMPTION,QC,2010,10,7.183870968,31,-3.1,19.4
L'ASSOMPTION,QC,2010,11,1.06,30,-10.6,10.7
L'ASSOMPTION,QC,2010,12,-7.387096774,31,-24.2,10.9
L'ASSOMPTION,QC,2011,1,-11.22258065,31,-32.1,4.5
L'ASSOMPTION,QC,2011,2,-9.457142857,28,-22.4,8.4
L'ASSOMPTION,QC,2011,3,-3.861290323,31,-25.4,8.6
L'ASSOMPTION,QC,2011,4,5.563333333,30,-5.2,22.2
L'ASSOMPTION,QC,2011,5,13.04193548,31,3.4,27.6
L'ASSOMPTION,QC,2011,6,18.75333333,30,7.5,32.6
L'ASSOMPTION,QC,2011,7,22.08709677,31,11.5,35
L'ASSOMPTION,QC,2011,8,20.06451613,31,9.8,31.4
L'ASSOMPTION,QC,2011,9,16.51,30,3,30.6
L'ASSOMPTION,QC,2011,10,9.048387097,31,-5.5,25.6
L'ASSOMPTION,QC,2011,11,4.19,30,-10.5,18
L'ASSOMPTION,QC,2011,12,-4.248387097,31,-25.3,10.6
L'ASSOMPTION,QC,2012,1,-9.632258065,31,-31.2,4.7
L'ASSOMPTION,QC,2012,2,-7.310344828,29,-23.8,4.9
L'ASSOMPTION,QC,2012,3,1.448387097,31,-20.1,26
L'ASSOMPTION,QC,2012,4,6.086666667,30,-4.8,29.1
L'ASSOMPTION,QC,2012,5,14.71666667,30,1.3,31.7
L'ASSOMPTION,QC,2012,6,19.41333333,30,6.8,34.1
L'ASSOMPTION,QC,2012,7,21.41935484,31,8.8,35
L'ASSOMPTION,QC,2012,8,20.98064516,31,9,31.9
L'ASSOMPTION,QC,2012,9,14.81666667,30,1.5,28.7
L'ASSOMPTION,QC,2012,10,9.773333333,30,-3.8,21
L'ASSOMPTION,QC,2012,11,-0.303333333,30,-18.8,17.8
L'ASSOMPTION,QC,2012,12,-5.506451613,31,-20.8,11.2
L'ASSOMPTION,QC,2013,1,-11,31,-32.1,9.3
L'ASSOMPTION,QC,2013,2,-8.266666667,27,-25,3.6
L'ASSOMPTION,QC,2013,3,-1.483870968,31,-17.8,11.3
L'ASSOMPTION,QC,2013,4,5.163333333,30,-8.1,22.7
L'ASSOMPTION,QC,2013,5,14.37419355,31,-2.1,32.3
L'ASSOMPTION,QC,2013,6,17.21666667,30,5.2,31.1
L'ASSOMPTION,QC,2013,7,21.44,30,6.7,33.9
L'ASSOMPTION,QC,2013,8,19.26129032,31,7.4,29.7
L'ASSOMPTION,QC,2013,9,14.14666667,30,1.4,29.1
L'ASSOMPTION,QC,2013,10,9.312903226,31,-7,25.4
L'ASSOMPTION,QC,2013,11,-0.346666667,30,-20.5,17.8
L'ASSOMPTION,QC,2013,12,-10.82580645,31,-31.3,4.6
L'ASSOMPTION,QC,2014,1,-11.96774194,31,-30.2,5.3
L'ASSOMPTION,QC,2014,2,-11.32142857,28,-28.4,5
L'ASSOMPTION,QC,2014,3,-8.14516129,31,-25.9,7.2
L'ASSOMPTION,QC,2014,4,4.523333333,30,-7.9,20.4
L'ASSOMPTION,QC,2014,5,13.75,30,1.4,27.4
L'ASSOMPTION,QC,2014,6,19.00333333,30,8.2,30.6
L'ASSOMPTION,QC,2014,7,20.19677419,31,9.8,31.9
L'ASSOMPTION,QC,2014,8,19.47741935,31,9.2,29.5
L'ASSOMPTION,QC,2014,9,14.84333333,30,-1.3,30.8
L'ASSOMPTION,QC,2014,10,9.996774194,31,-1.9,24.3
L'ASSOMPTION,QC,2014,11,0.563333333,30,-13.8,16.1
L'ASSOMPTION,QC,2014,12,-4.946666667,30,-19.8,6.8
L'ASSOMPTION,QC,2015,1,-14.79677419,31,-30.8,1.9
L'ASSOMPTION,QC,2015,2,-17.37142857,28,-31,-4.4
L'ASSOMPTION,QC,2015,3,-6.843333333,30,-24.5,9
L'ASSOMPTION,QC,2015,4,4.986666667,30,-10.7,21.2
L'ASSOMPTION,QC,2015,5,15.70645161,31,0.4,30.8
L'ASSOMPTION,QC,2015,6,16.9,30,3.2,27.3
L'ASSOMPTION,QC,2015,7,20.69032258,31,7.1,31.3
L'ASSOMPTION,QC,2015,8,20.41612903,31,10,31.4
L'ASSOMPTION,QC,2015,9,17.88,30,2,32.3
L'ASSOMPTION,QC,2015,10,6.412903226,31,-7.3,23.9
L'ASSOMPTION,QC,2015,11,3.17,30,-11.2,19.6
L'ASSOMPTION,QC,2015,12,0.4,31,-13.3,16.4
L'ASSOMPTION,QC,2016,1,-8.535483871,31,-27.7,5
L'ASSOMPTION,QC,2016,2,-7.989655172,29,-31.2,7
L'ASSOMPTION,QC,2016,3,-2.038709677,31,-27.9,13.5
L'ASSOMPTION,QC,2016,4,3.053333333,30,-11.5,23.6
L'ASSOMPTION,QC,2016,5,13.49032258,31,-0.2,31.7
L'ASSOMPTION,QC,2016,6,18.53666667,30,7.6,33.4
L'ASSOMPTION,QC,2016,7,20.68387097,31,9.9,32.1
L'ASSOMPTION,QC,2016,8,21.36774194,31,8.7,33.3
L'ASSOMPTION,QC,2016,9,16.3,27,0.9,30.6
L'ASSOMPTION,QC,2016,10,8.062068966,29,-2.9,24.9
L'ASSOMPTION,QC,2016,11,3.41,30,-4.5,15.4
L'ASSOMPTION,QC,2016,12,-6.038709677,31,-28.3,7.8
L'ASSOMPTION,QC,2017,1,-6.577419355,31,-27.1,5.4
L'ASSOMPTION,QC,2017,2,-5.989285714,28,-19.9,8.8
L'ASSOMPTION,QC,2017,3,-6.14516129,31,-22.7,8.8
L'ASSOMPTION,QC,2017,4,6.631034483,29,-5.5,25.3
L'ASSOMPTION,QC,2017,5,12.52,30,-2.3,31.7
L'ASSOMPTION,QC,2017,6,18.41428571,28,6.3,33.1
L'ASSOMPTION,QC,2017,7,20.09615385,26,9,29
L'ASSOMPTION,QC,2017,8,18.85806452,31,6.7,30.2
L'ASSOMPTION,QC,2017,9,17.44666667,30,3.5,32.8
L'ASSOMPTION,QC,2017,10,12.05666667,30,-1.5,25.9
L'ASSOMPTION,QC,2017,11,-1.76,15,-13.5,9.2
L'ASSOMPTION,QC,2017,12,-9.796774194,31,-29.7,10.5
L'ASSOMPTION,QC,2018,1,-11.72258065,31,-32.5,10
L'ASSOMPTION,QC,2018,2,-6.535714286,28,-27.5,8
L'ASSOMPTION,QC,2018,3,-1.341935484,31,-18.4,9.4
L'ASSOMPTION,QC,2018,4,3.4,29,-10.2,22.2
L'ASSOMPTION,QC,2018,5,14.65517241,29,-0.4,30.2
L'ASSOMPTION,QC,2018,6,18.38275862,29,6.5,32
L'ASSOMPTION,QC,2018,7,23.02580645,31,9.9,36.1
L'ASSOMPTION,QC,2018,8,21.79354839,31,8.5,32.5
L'ASSOMPTION,QC,2018,9,16.36,30,2,32
L'ASSOMPTION,QC,2018,10,6.196551724,29,-4.5,27
L'ASSOMPTION,QC,2018,11,-1.993333333,30,-20.2,12
L'ASSOMPTION,QC,2018,12,-6.867741935,31,-21.2,4.4
L'ASSOMPTION,QC,2019,1,-12.02580645,31,-27.2,2.4
L'ASSOMPTION,QC,2019,2,-10.20357143,28,-25.7,6
L'ASSOMPTION,QC,2019,3,-4.05483871,31,-25.4,9.4
L'ASSOMPTION,QC,2019,4,4.543333333,30,-9.9,18.4
L'ASSOMPTION,QC,2019,5,11.40967742,31,-0.5,25
L'ASSOMPTION,QC,2019,6,17.41333333,30,4,31.2
L'ASSOMPTION,QC,2019,7,22.18709677,31,10,33.3
L'ASSOMPTION,QC,2019,8,19.53333333,30,7.8,30.5
L'ASSOMPTION,QC,2019,9,14.81,30,3.4,27.6
L'ASSOMPTION,QC,2019,10,8.748387097,31,-1.6,18
L'ASSOMPTION,QC,2019,11,-2.086666667,30,-16.1,9.4
L'ASSOMPTION,QC,2019,12,-5.029032258,31,-18.7,9.4
