STATION_NAME,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,MEAN_TEMPERATURE,DAYS_WITH_VALID_MEAN_TEMP,MIN_TEMPERATURE,MAX_TEMPERATURE
SHERINGHAM POINT,BC,2019,3,8.026086957,23,0.8,21.3
SHERINGHAM POINT,BC,2019,4,9.644444444,27,5.1,15.6
SHERINGHAM POINT,BC,2019,5,11.85806452,31,8,25
SHERINGHAM POINT,BC,2019,6,12.27666667,30,8.3,25.9
SHERINGHAM POINT,BC,2019,7,14.03548387,31,9,20.5
SHERINGHAM POINT,BC,2019,8,15.17741935,31,9.4,23.9
SHERINGHAM POINT,BC,2019,9,13.66,30,8.4,23.3
SHERINGHAM POINT,BC,2019,10,9.719354839,31,3.4,14
SHERINGHAM POINT,BC,2019,11,8.075862069,29,0.3,12.4
SHERINGHAM POINT,BC,2019,12,7.176666667,30,3.7,11.7
