STATION_NAME,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,MEAN_TEMPERATURE,DAYS_WITH_VALID_MEAN_TEMP,MIN_TEMPERATURE,MAX_TEMPERATURE
CARIBOU POINT (AUT),NS,2007,3,-1.090322581,31,-19.5,12.1
CARIBOU POINT (AUT),NS,2007,4,2.79,30,-6.6,24.8
CARIBOU POINT (AUT),NS,2007,5,8.677419355,31,0.8,25.2
CARIBOU POINT (AUT),NS,2007,6,13.68333333,30,5.7,25.1
CARIBOU POINT (AUT),NS,2007,7,19.97741935,31,10.8,31.4
CARIBOU POINT (AUT),NS,2007,8,18.91290323,31,10.5,30.3
CARIBOU POINT (AUT),NS,2007,9,15.81333333,30,5.7,30.4
CARIBOU POINT (AUT),NS,2007,10,11.53225806,31,0.7,23.5
CARIBOU POINT (AUT),NS,2007,11,4.936666667,30,-8.2,18.4
CARIBOU POINT (AUT),NS,2007,12,-3.6,31,-13.5,10
CARIBOU POINT (AUT),NS,2008,1,-3.987096774,31,-21.2,11
CARIBOU POINT (AUT),NS,2008,2,-3.907692308,26,-16.1,11.7
CARIBOU POINT (AUT),NS,2008,3,-2.827586207,29,-10.5,12
CARIBOU POINT (AUT),NS,2008,4,3.663333333,30,-3.3,19.2
CARIBOU POINT (AUT),NS,2008,5,8.122580645,31,0.7,21.9
CARIBOU POINT (AUT),NS,2008,6,15.02857143,28,6.4,27.1
CARIBOU POINT (AUT),NS,2008,7,20.94516129,31,13.9,30.9
CARIBOU POINT (AUT),NS,2008,8,17.93870968,31,11.9,27.3
CARIBOU POINT (AUT),NS,2008,9,15.53333333,30,5,25.3
CARIBOU POINT (AUT),NS,2008,10,9.793548387,31,1.2,17.5
CARIBOU POINT (AUT),NS,2008,11,3.466666667,21,-7.8,19.2
CARIBOU POINT (AUT),NS,2008,12,-0.029032258,31,-12.2,17.3
CARIBOU POINT (AUT),NS,2009,1,-8.232258065,31,-23.6,8.4
CARIBOU POINT (AUT),NS,2009,2,-4.925,28,-16.8,7.9
CARIBOU POINT (AUT),NS,2009,3,-2.65483871,31,-12.8,10.6
CARIBOU POINT (AUT),NS,2009,4,4.563333333,30,-4.4,29.1
CARIBOU POINT (AUT),NS,2009,5,10.35806452,31,2.7,29.3
CARIBOU POINT (AUT),NS,2009,6,14.47333333,30,7.7,26.9
CARIBOU POINT (AUT),NS,2009,7,18.23225806,31,8,29.1
CARIBOU POINT (AUT),NS,2009,8,20.15806452,31,9,32
CARIBOU POINT (AUT),NS,2009,9,14.80333333,30,5.7,24.9
CARIBOU POINT (AUT),NS,2009,10,8.441935484,31,0.1,21
CARIBOU POINT (AUT),NS,2009,11,6.776666667,30,-1.4,18.3
CARIBOU POINT (AUT),NS,2009,12,-1.248387097,31,-15.2,13.6
CARIBOU POINT (AUT),NS,2010,1,-3.24,30,-15.1,8.5
CARIBOU POINT (AUT),NS,2010,2,-3.760714286,28,-19.2,2.7
CARIBOU POINT (AUT),NS,2010,3,-0.151612903,31,-9.3,13.1
CARIBOU POINT (AUT),NS,2010,4,5.82,30,-2.6,22.8
CARIBOU POINT (AUT),NS,2010,5,10.21935484,31,2.5,27.1
CARIBOU POINT (AUT),NS,2010,6,14.91666667,30,6.1,25.7
CARIBOU POINT (AUT),NS,2010,7,20.55806452,31,11.3,31.8
CARIBOU POINT (AUT),NS,2010,8,19.57741935,31,12.4,29
CARIBOU POINT (AUT),NS,2010,9,16.77333333,30,7.7,30.9
CARIBOU POINT (AUT),NS,2010,10,10.45172414,29,1.1,26
CARIBOU POINT (AUT),NS,2010,11,5.266666667,30,-5,18.4
CARIBOU POINT (AUT),NS,2010,12,2.632258065,31,-6.1,13.9
CARIBOU POINT (AUT),NS,2011,1,-4.038709677,31,-20.6,4.9
CARIBOU POINT (AUT),NS,2011,2,-5.614285714,28,-16.7,7.7
CARIBOU POINT (AUT),NS,2011,3,-0.951612903,31,-15,11.4
CARIBOU POINT (AUT),NS,2011,4,4.533333333,30,-5.6,20.2
CARIBOU POINT (AUT),NS,2011,5,10.06451613,31,3.3,27.2
CARIBOU POINT (AUT),NS,2011,6,12.98666667,30,6.6,24.1
CARIBOU POINT (AUT),NS,2011,7,18.8516129,31,12.5,31.1
CARIBOU POINT (AUT),NS,2011,8,19.03548387,31,13,28.1
CARIBOU POINT (AUT),NS,2011,9,16.71,30,6.3,28.4
CARIBOU POINT (AUT),NS,2011,10,11.08709677,31,0.8,21.7
CARIBOU POINT (AUT),NS,2011,11,6.433333333,30,-3.9,17.3
CARIBOU POINT (AUT),NS,2011,12,1.551612903,31,-10.1,15.1
CARIBOU POINT (AUT),NS,2012,1,-2.970967742,31,-13.7,11.1
CARIBOU POINT (AUT),NS,2012,2,-4.575862069,29,-19,7
CARIBOU POINT (AUT),NS,2012,3,0.703225806,31,-10.4,19.3
CARIBOU POINT (AUT),NS,2012,4,6.163333333,30,-3.8,19.7
CARIBOU POINT (AUT),NS,2012,5,11.15806452,31,-0.1,27.7
CARIBOU POINT (AUT),NS,2012,6,13.86333333,30,7.2,28.1
CARIBOU POINT (AUT),NS,2012,7,19.61612903,31,11.5,30.4
CARIBOU POINT (AUT),NS,2012,8,21.27741935,31,13.1,30.1
CARIBOU POINT (AUT),NS,2012,9,16.72333333,30,7,25.7
CARIBOU POINT (AUT),NS,2012,10,11.48709677,31,2.1,21.1
CARIBOU POINT (AUT),NS,2012,11,4.933333333,30,-7.4,19.6
CARIBOU POINT (AUT),NS,2012,12,0.793548387,31,-9.3,14.6
CARIBOU POINT (AUT),NS,2013,1,-6.651612903,31,-20.8,13.7
CARIBOU POINT (AUT),NS,2013,2,-4.75,28,-22.1,5.9
CARIBOU POINT (AUT),NS,2013,3,-0.919354839,31,-13.4,11.7
CARIBOU POINT (AUT),NS,2013,4,3.616666667,30,-4.2,21.2
CARIBOU POINT (AUT),NS,2013,5,10.71935484,31,1.4,28.9
CARIBOU POINT (AUT),NS,2013,6,15.20333333,30,8.6,25.4
CARIBOU POINT (AUT),NS,2013,7,20.49677419,31,12.9,32.3
CARIBOU POINT (AUT),NS,2013,8,19.58,30,11,30.8
CARIBOU POINT (AUT),NS,2013,9,15.83,30,7.8,27.5
CARIBOU POINT (AUT),NS,2013,10,10.29677419,31,-1,22
CARIBOU POINT (AUT),NS,2013,11,4.006666667,30,-6.8,18.8
CARIBOU POINT (AUT),NS,2013,12,-3.870967742,31,-19.3,11.6
CARIBOU POINT (AUT),NS,2014,1,-4.883870968,31,-21.9,12.1
CARIBOU POINT (AUT),NS,2014,2,-5.667857143,28,-18.1,11.2
CARIBOU POINT (AUT),NS,2014,3,-4.717241379,29,-19.5,9.9
CARIBOU POINT (AUT),NS,2014,4,3.366666667,30,-3,19.5
CARIBOU POINT (AUT),NS,2014,5,7.780645161,31,-0.2,22.5
CARIBOU POINT (AUT),NS,2014,6,14.01666667,30,6.4,26.4
CARIBOU POINT (AUT),NS,2014,7,21.72580645,31,11.6,31.7
CARIBOU POINT (AUT),NS,2014,8,19.33225806,31,8.8,29.4
CARIBOU POINT (AUT),NS,2014,9,15.92,30,5,27.5
CARIBOU POINT (AUT),NS,2014,10,12.32666667,30,3,23.3
CARIBOU POINT (AUT),NS,2014,11,4.653333333,30,-6.8,19.4
CARIBOU POINT (AUT),NS,2014,12,1.683333333,30,-16.4,15.4
CARIBOU POINT (AUT),NS,2015,1,-6.364516129,31,-18.4,9.9
CARIBOU POINT (AUT),NS,2015,2,-10.39285714,28,-22.9,5.2
CARIBOU POINT (AUT),NS,2015,3,-5.083333333,30,-17.4,8.5
CARIBOU POINT (AUT),NS,2015,4,0.406666667,30,-9.3,12.6
CARIBOU POINT (AUT),NS,2015,5,10.80967742,31,-0.1,30.4
CARIBOU POINT (AUT),NS,2015,6,13.00666667,30,4.4,24.5
CARIBOU POINT (AUT),NS,2015,7,18.22258065,31,11.9,29.3
CARIBOU POINT (AUT),NS,2015,8,21.27741935,31,13.6,30.6
CARIBOU POINT (AUT),NS,2015,9,17.9,30,6.2,29.8
CARIBOU POINT (AUT),NS,2015,10,9.393548387,31,-0.8,22.2
CARIBOU POINT (AUT),NS,2015,11,5.727586207,29,-4.8,18.4
CARIBOU POINT (AUT),NS,2015,12,2.34,30,-12.1,14.5
CARIBOU POINT (AUT),NS,2016,1,-3.241935484,31,-11.6,11.4
CARIBOU POINT (AUT),NS,2016,2,-1.720689655,29,-19,14.5
CARIBOU POINT (AUT),NS,2016,3,-1.380645161,31,-14.2,11.4
CARIBOU POINT (AUT),NS,2016,4,2.903333333,30,-8.5,17
CARIBOU POINT (AUT),NS,2016,5,9.817241379,29,0.4,27.5
CARIBOU POINT (AUT),NS,2016,6,15.06,30,6.2,29.7
CARIBOU POINT (AUT),NS,2016,7,19.17,30,11.1,30.1
CARIBOU POINT (AUT),NS,2016,8,19.70645161,31,13.4,29.7
CARIBOU POINT (AUT),NS,2016,9,16.72333333,30,8.3,29.1
CARIBOU POINT (AUT),NS,2016,10,11.24666667,30,2.6,23.9
CARIBOU POINT (AUT),NS,2016,11,6.153333333,30,-0.1,15.4
CARIBOU POINT (AUT),NS,2016,12,-1.916129032,31,-17.7,12.8
CARIBOU POINT (AUT),NS,2017,1,-2.94,30,-18.5,9.3
CARIBOU POINT (AUT),NS,2017,2,-4.333333333,24,-18.1,12.2
CARIBOU POINT (AUT),NS,2017,3,-3.32,30,-18.7,9.8
CARIBOU POINT (AUT),NS,2017,4,3.923333333,30,-5.3,19.8
CARIBOU POINT (AUT),NS,2017,5,9.041935484,31,2.4,29.3
CARIBOU POINT (AUT),NS,2017,6,16.48928571,28,6.1,29.9
CARIBOU POINT (AUT),NS,2017,7,19.23870968,31,11.5,28.7
CARIBOU POINT (AUT),NS,2017,8,19.07741935,31,11.1,28.5
CARIBOU POINT (AUT),NS,2017,9,17.00666667,30,5.8,27.5
CARIBOU POINT (AUT),NS,2017,10,13.06451613,31,2.3,23.3
CARIBOU POINT (AUT),NS,2017,11,4.831034483,29,-6.2,19.9
CARIBOU POINT (AUT),NS,2017,12,3.036363636,11,-2.4,10.9
CARIBOU POINT (AUT),NS,2018,1,-3.014285714,21,-13.6,14.8
CARIBOU POINT (AUT),NS,2018,2,-2.264285714,28,-16.4,13.2
CARIBOU POINT (AUT),NS,2018,3,-0.826666667,30,-10.1,10.1
CARIBOU POINT (AUT),NS,2018,4,3.75,30,-5.7,20.3
CARIBOU POINT (AUT),NS,2018,5,9.658064516,31,2.5,23.2
CARIBOU POINT (AUT),NS,2018,6,13.33636364,11,1.9,25.6
CARIBOU POINT (AUT),NS,2018,7,22.08571429,21,12.1,31.3
CARIBOU POINT (AUT),NS,2018,8,21.20666667,30,13.8,30.7
CARIBOU POINT (AUT),NS,2018,9,16.02068966,29,3.2,29.1
CARIBOU POINT (AUT),NS,2018,10,8.648387097,31,-1.4,21
CARIBOU POINT (AUT),NS,2018,11,2.389655172,29,-12,19.2
CARIBOU POINT (AUT),NS,2018,12,-2.844444444,27,-13.7,13
CARIBOU POINT (AUT),NS,2019,1,-4.608695652,23,-16.3,11.8
CARIBOU POINT (AUT),NS,2019,2,-6.803571429,28,-16.1,9.2
CARIBOU POINT (AUT),NS,2019,3,-2.016129032,31,-17.5,13.3
CARIBOU POINT (AUT),NS,2019,4,3.936666667,30,-4.4,19.6
CARIBOU POINT (AUT),NS,2019,5,7.163333333,30,0.2,16.6
CARIBOU POINT (AUT),NS,2019,6,14.34666667,30,7.5,24.2
CARIBOU POINT (AUT),NS,2019,7,19.52580645,31,10.8,32.4
CARIBOU POINT (AUT),NS,2019,8,19.95806452,31,13.4,29.6
CARIBOU POINT (AUT),NS,2019,9,15.07666667,30,6.8,27.4
CARIBOU POINT (AUT),NS,2019,10,10.49677419,31,3.8,22.2
CARIBOU POINT (AUT),NS,2019,11,4.211111111,27,-5.1,20.7
CARIBOU POINT (AUT),NS,2019,12,-2.2,5,-10,14.1
